longitude_e,latitude_n,raw_elevation_m,reference_plane_m,corrected_residual_m
76.1523438,18.4023438,-815.000,-1025.532,210.532
76.1601562,18.4023438,-852.000,-1030.006,178.006
76.1679688,18.4023438,-887.000,-1034.480,147.480
76.1757812,18.4023438,-914.000,-1038.954,124.954
76.1835938,18.4023438,-888.000,-1043.427,155.427
76.1914062,18.4023438,-855.000,-1047.901,192.901
76.1992188,18.4023438,-818.000,-1052.375,234.375
76.2070312,18.4023438,-777.000,-1056.849,279.849
76.2148438,18.4023438,-736.000,-1061.322,325.322
76.2226562,18.4023438,-713.000,-1065.796,352.796
76.2304688,18.4023438,-811.000,-1070.270,259.270
76.2382812,18.4023438,-841.000,-1074.744,233.744
76.2460938,18.4023438,-896.000,-1079.217,183.217
76.2539062,18.4023438,-969.000,-1083.691,114.691
76.2617188,18.4023438,-1087.000,-1088.165,1.165
76.2695312,18.4023438,-1108.000,-1092.639,-15.361
76.2773438,18.4023438,-1175.000,-1097.113,-77.887
76.2851562,18.4023438,-1265.000,-1101.586,-163.414
76.2929688,18.4023438,-1346.000,-1106.060,-239.940
76.3007812,18.4023438,-1382.000,-1110.534,-271.466
76.3085938,18.4023438,-1401.000,-1115.008,-285.992
76.3164062,18.4023438,-1416.000,-1119.481,-296.519
76.3242188,18.4023438,-1434.000,-1123.955,-310.045
76.3320312,18.4023438,-1455.000,-1128.429,-326.571
76.3398438,18.4023438,-1484.000,-1132.903,-351.097
76.3476562,18.4023438,-1513.000,-1137.376,-375.624
76.3554688,18.4023438,-1546.000,-1141.850,-404.150
76.3632812,18.4023438,-1586.000,-1146.324,-439.676
76.3710938,18.4023438,-1634.000,-1150.798,-483.202
76.3789062,18.4023438,-1685.000,-1155.271,-529.729
76.3867188,18.4023438,-1718.000,-1159.745,-558.255
76.3945312,18.4023438,-1761.000,-1164.219,-596.781
76.4023438,18.4023438,-1802.000,-1168.693,-633.307
76.4101562,18.4023438,-1799.000,-1173.166,-625.834
76.4179688,18.4023438,-1802.000,-1177.640,-624.360
76.4257812,18.4023438,-1824.000,-1182.114,-641.886
76.4335938,18.4023438,-1846.000,-1186.588,-659.412
76.4414062,18.4023438,-1855.000,-1191.061,-663.939
76.4492188,18.4023438,-1861.000,-1195.535,-665.465
75.3554688,18.3945312,229.000,-571.230,800.230
75.3632812,18.3945312,242.000,-575.703,817.703
75.3710938,18.3945312,266.000,-580.177,846.177
75.3789062,18.3945312,353.000,-584.651,937.651
75.3867188,18.3945312,463.000,-589.125,1052.125
75.3945312,18.3945312,569.000,-593.598,1162.598
75.4023438,18.3945312,628.000,-598.072,1226.072
75.4101562,18.3945312,597.000,-602.546,1199.546
75.4179688,18.3945312,559.000,-607.020,1166.020
75.4257812,18.3945312,549.000,-611.493,1160.493
75.4335938,18.3945312,573.000,-615.967,1188.967
75.4414062,18.3945312,615.000,-620.441,1235.441
75.4492188,18.3945312,640.000,-624.915,1264.915
75.4570312,18.3945312,637.000,-629.389,1266.389
75.4648438,18.3945312,612.000,-633.862,1245.862
75.4726562,18.3945312,593.000,-638.336,1231.336
75.4804688,18.3945312,579.000,-642.810,1221.810
75.4882812,18.3945312,523.000,-647.284,1170.284
75.4960938,18.3945312,443.000,-651.757,1094.757
75.5039062,18.3945312,378.000,-656.231,1034.231
75.5117188,18.3945312,343.000,-660.705,1003.705
75.5195312,18.3945312,266.000,-665.179,931.179
75.5273438,18.3945312,169.000,-669.652,838.652
75.5351562,18.3945312,65.000,-674.126,739.126
75.5429688,18.3945312,-39.000,-678.600,639.600
75.5507812,18.3945312,-144.000,-683.074,539.074
75.5585938,18.3945312,-248.000,-687.547,439.547
75.5664062,18.3945312,-351.000,-692.021,341.021
75.5742188,18.3945312,-453.000,-696.495,243.495
75.5820312,18.3945312,-555.000,-700.969,145.969
75.5898438,18.3945312,-653.000,-705.442,52.442
75.5976562,18.3945312,-737.000,-709.916,-27.084
75.6054688,18.3945312,-781.000,-714.390,-66.610
75.6132812,18.3945312,-846.000,-718.864,-127.136
75.6210938,18.3945312,-911.000,-723.337,-187.663
75.6289062,18.3945312,-973.000,-727.811,-245.189
75.6367188,18.3945312,-1024.000,-732.285,-291.715
75.6445312,18.3945312,-1048.000,-736.759,-311.241
75.6523438,18.3945312,-1070.000,-741.233,-328.767
75.6601562,18.3945312,-1094.000,-745.706,-348.294
75.6679688,18.3945312,-1120.000,-750.180,-369.820
75.6757812,18.3945312,-1147.000,-754.654,-392.346
75.6835938,18.3945312,-1175.000,-759.128,-415.872
75.6914062,18.3945312,-1205.000,-763.601,-441.399
75.6992188,18.3945312,-1234.000,-768.075,-465.925
75.7070312,18.3945312,-1262.000,-772.549,-489.451
75.7148438,18.3945312,-1287.000,-777.023,-509.977
75.7226562,18.3945312,-1293.000,-781.496,-511.504
75.7304688,18.3945312,-1296.000,-785.970,-510.030
75.7382812,18.3945312,-1297.000,-790.444,-506.556
75.7460938,18.3945312,-1296.000,-794.918,-501.082
75.7539062,18.3945312,-1296.000,-799.391,-496.609
75.7617188,18.3945312,-1297.000,-803.865,-493.135
75.7695312,18.3945312,-1300.000,-808.339,-491.661
75.7773438,18.3945312,-1304.000,-812.813,-491.187
75.7851562,18.3945312,-1309.000,-817.286,-491.714
75.7929688,18.3945312,-1303.000,-821.760,-481.240
75.8007812,18.3945312,-1298.000,-826.234,-471.766
75.8085938,18.3945312,-1291.000,-830.708,-460.292
75.8164062,18.3945312,-1285.000,-835.181,-449.819
75.8242188,18.3945312,-1279.000,-839.655,-439.345
75.8320312,18.3945312,-1276.000,-844.129,-431.871
75.8398438,18.3945312,-1275.000,-848.603,-426.397
75.8476562,18.3945312,-1277.000,-853.076,-423.924
75.8554688,18.3945312,-1283.000,-857.550,-425.450
75.8632812,18.3945312,-1290.000,-862.024,-427.976
75.8710938,18.3945312,-1300.000,-866.498,-433.502
75.8789062,18.3945312,-1309.000,-870.972,-438.028
75.8867188,18.3945312,-1315.000,-875.445,-439.555
75.8945312,18.3945312,-1315.000,-879.919,-435.081
75.9023438,18.3945312,-1306.000,-884.393,-421.607
75.9101562,18.3945312,-1300.000,-888.867,-411.133
75.9179688,18.3945312,-1288.000,-893.340,-394.660
75.9257812,18.3945312,-1277.000,-897.814,-379.186
75.9335938,18.3945312,-1272.000,-902.288,-369.712
75.9414062,18.3945312,-1263.000,-906.762,-356.238
75.9492188,18.3945312,-1230.000,-911.235,-318.765
75.9570312,18.3945312,-1218.000,-915.709,-302.291
75.9648438,18.3945312,-1104.000,-920.183,-183.817
75.9726562,18.3945312,-995.000,-924.657,-70.343
75.9804688,18.3945312,-942.000,-929.130,-12.870
75.9882812,18.3945312,-900.000,-933.604,33.604
75.9960938,18.3945312,-858.000,-938.078,80.078
76.0039062,18.3945312,-812.000,-942.552,130.552
76.0117188,18.3945312,-759.000,-947.025,188.025
76.0195312,18.3945312,-694.000,-951.499,257.499
76.0273438,18.3945312,-613.000,-955.973,342.973
76.0351562,18.3945312,-514.000,-960.447,446.447
76.0429688,18.3945312,-412.000,-964.920,552.920
76.0507812,18.3945312,-430.000,-969.394,539.394
76.0585938,18.3945312,-442.000,-973.868,531.868
76.0664062,18.3945312,-439.000,-978.342,539.342
76.0742188,18.3945312,-397.000,-982.816,585.816
76.0820312,18.3945312,-429.000,-987.289,558.289
76.0898438,18.3945312,-501.000,-991.763,490.763
76.0976562,18.3945312,-584.000,-996.237,412.237
76.1054688,18.3945312,-658.000,-1000.711,342.711
76.1132812,18.3945312,-693.000,-1005.184,312.184
76.1210938,18.3945312,-738.000,-1009.658,271.658
76.1289062,18.3945312,-786.000,-1014.132,228.132
76.1367188,18.3945312,-798.000,-1018.606,220.606
76.1445312,18.3945312,-809.000,-1023.079,214.079
76.1523438,18.3945312,-842.000,-1027.553,185.553
76.1601562,18.3945312,-881.000,-1032.027,151.027
76.1679688,18.3945312,-918.000,-1036.501,118.501
76.1757812,18.3945312,-942.000,-1040.974,98.974
76.1835938,18.3945312,-914.000,-1045.448,131.448
76.1914062,18.3945312,-873.000,-1049.922,176.922
76.1992188,18.3945312,-827.000,-1054.396,227.396
76.2070312,18.3945312,-776.000,-1058.869,282.869
76.2148438,18.3945312,-728.000,-1063.343,335.343
76.2226562,18.3945312,-714.000,-1067.817,353.817
76.2304688,18.3945312,-838.000,-1072.291,234.291
76.2382812,18.3945312,-871.000,-1076.764,205.764
76.2460938,18.3945312,-909.000,-1081.238,172.238
76.2539062,18.3945312,-969.000,-1085.712,116.712
76.2617188,18.3945312,-1132.000,-1090.186,-41.814
76.2695312,18.3945312,-1136.000,-1094.660,-41.340
76.2773438,18.3945312,-1214.000,-1099.133,-114.867
76.2851562,18.3945312,-1303.000,-1103.607,-199.393
76.2929688,18.3945312,-1377.000,-1108.081,-268.919
76.3007812,18.3945312,-1410.000,-1112.555,-297.445
76.3085938,18.3945312,-1429.000,-1117.028,-311.972
76.3164062,18.3945312,-1449.000,-1121.502,-327.498
76.3242188,18.3945312,-1473.000,-1125.976,-347.024
76.3320312,18.3945312,-1500.000,-1130.450,-369.550
76.3398438,18.3945312,-1521.000,-1134.923,-386.077
76.3476562,18.3945312,-1544.000,-1139.397,-404.603
76.3554688,18.3945312,-1571.000,-1143.871,-427.129
76.3632812,18.3945312,-1602.000,-1148.345,-453.655
76.3710938,18.3945312,-1634.000,-1152.818,-481.182
76.3789062,18.3945312,-1663.000,-1157.292,-505.708
76.3867188,18.3945312,-1688.000,-1161.766,-526.234
76.3945312,18.3945312,-1719.000,-1166.240,-552.760
76.4023438,18.3945312,-1786.000,-1170.713,-615.287
76.4101562,18.3945312,-1787.000,-1175.187,-611.813
76.4179688,18.3945312,-1807.000,-1179.661,-627.339
76.4257812,18.3945312,-1834.000,-1184.135,-649.865
76.4335938,18.3945312,-1859.000,-1188.608,-670.392
76.4414062,18.3945312,-1858.000,-1193.082,-664.918
76.4492188,18.3945312,-1853.000,-1197.556,-655.444
75.3554688,18.3867188,264.000,-573.250,837.250
75.3632812,18.3867188,269.000,-577.724,846.724
75.3710938,18.3867188,323.000,-582.198,905.198
75.3789062,18.3867188,405.000,-586.672,991.672
75.3867188,18.3867188,498.000,-591.145,1089.145
75.3945312,18.3867188,586.000,-595.619,1181.619
75.4023438,18.3867188,624.000,-600.093,1224.093
75.4101562,18.3867188,630.000,-604.567,1234.567
75.4179688,18.3867188,633.000,-609.040,1242.040
75.4257812,18.3867188,610.000,-613.514,1223.514
75.4335938,18.3867188,607.000,-617.988,1224.988
75.4414062,18.3867188,624.000,-622.462,1246.462
75.4492188,18.3867188,617.000,-626.935,1243.935
75.4570312,18.3867188,612.000,-631.409,1243.409
75.4648438,18.3867188,565.000,-635.883,1200.883
75.4726562,18.3867188,527.000,-640.357,1167.357
75.4804688,18.3867188,487.000,-644.831,1131.831
75.4882812,18.3867188,424.000,-649.304,1073.304
75.4960938,18.3867188,374.000,-653.778,1027.778
75.5039062,18.3867188,321.000,-658.252,979.252
75.5117188,18.3867188,276.000,-662.726,938.726
75.5195312,18.3867188,205.000,-667.199,872.199
75.5273438,18.3867188,116.000,-671.673,787.673
75.5351562,18.3867188,17.000,-676.147,693.147
75.5429688,18.3867188,-85.000,-680.621,595.621
75.5507812,18.3867188,-188.000,-685.094,497.094
75.5585938,18.3867188,-292.000,-689.568,397.568
75.5664062,18.3867188,-396.000,-694.042,298.042
75.5742188,18.3867188,-502.000,-698.516,196.516
75.5820312,18.3867188,-609.000,-702.989,93.989
75.5898438,18.3867188,-720.000,-707.463,-12.537
75.5976562,18.3867188,-826.000,-711.937,-114.063
75.6054688,18.3867188,-862.000,-716.411,-145.589
75.6132812,18.3867188,-911.000,-720.884,-190.116
75.6210938,18.3867188,-969.000,-725.358,-243.642
75.6289062,18.3867188,-1030.000,-729.832,-300.168
75.6367188,18.3867188,-1086.000,-734.306,-351.694
75.6445312,18.3867188,-1092.000,-738.779,-353.221
75.6523438,18.3867188,-1110.000,-743.253,-366.747
75.6601562,18.3867188,-1134.000,-747.727,-386.273
75.6679688,18.3867188,-1159.000,-752.201,-406.799
75.6757812,18.3867188,-1183.000,-756.675,-426.325
75.6835938,18.3867188,-1207.000,-761.148,-445.852
75.6914062,18.3867188,-1232.000,-765.622,-466.378
75.6992188,18.3867188,-1257.000,-770.096,-486.904
75.7070312,18.3867188,-1282.000,-774.570,-507.430
75.7148438,18.3867188,-1303.000,-779.043,-523.957
75.7226562,18.3867188,-1311.000,-783.517,-527.483
75.7304688,18.3867188,-1312.000,-787.991,-524.009
75.7382812,18.3867188,-1310.000,-792.465,-517.535
75.7460938,18.3867188,-1309.000,-796.938,-512.062
75.7539062,18.3867188,-1309.000,-801.412,-507.588
75.7617188,18.3867188,-1309.000,-805.886,-503.114
75.7695312,18.3867188,-1309.000,-810.360,-498.640
75.7773438,18.3867188,-1307.000,-814.833,-492.167
75.7851562,18.3867188,-1302.000,-819.307,-482.693
75.7929688,18.3867188,-1307.000,-823.781,-483.219
75.8007812,18.3867188,-1308.000,-828.255,-479.745
75.8085938,18.3867188,-1306.000,-832.728,-473.272
75.8164062,18.3867188,-1303.000,-837.202,-465.798
75.8242188,18.3867188,-1301.000,-841.676,-459.324
75.8320312,18.3867188,-1300.000,-846.150,-453.850
75.8398438,18.3867188,-1301.000,-850.623,-450.377
75.8476562,18.3867188,-1304.000,-855.097,-448.903
75.8554688,18.3867188,-1310.000,-859.571,-450.429
75.8632812,18.3867188,-1318.000,-864.045,-453.955
75.8710938,18.3867188,-1328.000,-868.519,-459.481
75.8789062,18.3867188,-1339.000,-872.992,-466.008
75.8867188,18.3867188,-1349.000,-877.466,-471.534
75.8945312,18.3867188,-1350.000,-881.940,-468.060
75.9023438,18.3867188,-1337.000,-886.414,-450.586
75.9101562,18.3867188,-1327.000,-890.887,-436.113
75.9179688,18.3867188,-1317.000,-895.361,-421.639
75.9257812,18.3867188,-1310.000,-899.835,-410.165
75.9335938,18.3867188,-1306.000,-904.309,-401.691
75.9414062,18.3867188,-1300.000,-908.782,-391.218
75.9492188,18.3867188,-1271.000,-913.256,-357.744
75.9570312,18.3867188,-1248.000,-917.730,-330.270
75.9648438,18.3867188,-1180.000,-922.204,-257.796
75.9726562,18.3867188,-1108.000,-926.677,-181.323
75.9804688,18.3867188,-1045.000,-931.151,-113.849
75.9882812,18.3867188,-988.000,-935.625,-52.375
75.9960938,18.3867188,-933.000,-940.099,7.099
76.0039062,18.3867188,-876.000,-944.572,68.572
76.0117188,18.3867188,-816.000,-949.046,133.046
76.0195312,18.3867188,-745.000,-953.520,208.520
76.0273438,18.3867188,-659.000,-957.994,298.994
76.0351562,18.3867188,-555.000,-962.467,407.467
76.0429688,18.3867188,-453.000,-966.941,513.941
76.0507812,18.3867188,-458.000,-971.415,513.415
76.0585938,18.3867188,-466.000,-975.889,509.889
76.0664062,18.3867188,-465.000,-980.363,515.363
76.0742188,18.3867188,-455.000,-984.836,529.836
76.0820312,18.3867188,-484.000,-989.310,505.310
76.0898438,18.3867188,-563.000,-993.784,430.784
76.0976562,18.3867188,-651.000,-998.258,347.258
76.1054688,18.3867188,-726.000,-1002.731,276.731
76.1132812,18.3867188,-759.000,-1007.205,248.205
76.1210938,18.3867188,-789.000,-1011.679,222.679
76.1289062,18.3867188,-812.000,-1016.153,204.153
76.1367188,18.3867188,-821.000,-1020.626,199.626
76.1445312,18.3867188,-838.000,-1025.100,187.100
76.1523438,18.3867188,-871.000,-1029.574,158.574
76.1601562,18.3867188,-908.000,-1034.048,126.048
76.1679688,18.3867188,-938.000,-1038.521,100.521
76.1757812,18.3867188,-947.000,-1042.995,95.995
76.1835938,18.3867188,-929.000,-1047.469,118.469
76.1914062,18.3867188,-892.000,-1051.943,159.943
76.1992188,18.3867188,-845.000,-1056.416,211.416
76.2070312,18.3867188,-792.000,-1060.890,268.890
76.2148438,18.3867188,-744.000,-1065.364,321.364
76.2226562,18.3867188,-736.000,-1069.838,333.838
76.2304688,18.3867188,-823.000,-1074.311,251.311
76.2382812,18.3867188,-878.000,-1078.785,200.785
76.2460938,18.3867188,-939.000,-1083.259,144.259
76.2539062,18.3867188,-1021.000,-1087.733,66.733
76.2617188,18.3867188,-1172.000,-1092.206,-79.794
76.2695312,18.3867188,-1193.000,-1096.680,-96.320
76.2773438,18.3867188,-1264.000,-1101.154,-162.846
76.2851562,18.3867188,-1346.000,-1105.628,-240.372
76.2929688,18.3867188,-1419.000,-1110.102,-308.898
76.3007812,18.3867188,-1427.000,-1114.575,-312.425
76.3085938,18.3867188,-1448.000,-1119.049,-328.951
76.3164062,18.3867188,-1474.000,-1123.523,-350.477
76.3242188,18.3867188,-1504.000,-1127.997,-376.003
76.3320312,18.3867188,-1538.000,-1132.470,-405.530
76.3398438,18.3867188,-1552.000,-1136.944,-415.056
76.3476562,18.3867188,-1569.000,-1141.418,-427.582
76.3554688,18.3867188,-1591.000,-1145.892,-445.108
76.3632812,18.3867188,-1614.000,-1150.365,-463.635
76.3710938,18.3867188,-1636.000,-1154.839,-481.161
76.3789062,18.3867188,-1650.000,-1159.313,-490.687
76.3867188,18.3867188,-1649.000,-1163.787,-485.213
76.3945312,18.3867188,-1624.000,-1168.260,-455.740
76.4023438,18.3867188,-1740.000,-1172.734,-567.266
76.4101562,18.3867188,-1770.000,-1177.208,-592.792
76.4179688,18.3867188,-1824.000,-1181.682,-642.318
76.4257812,18.3867188,-1836.000,-1186.155,-649.845
76.4335938,18.3867188,-1847.000,-1190.629,-656.371
76.4414062,18.3867188,-1855.000,-1195.103,-659.897
76.4492188,18.3867188,-1863.000,-1199.577,-663.423
75.3554688,18.3789062,317.000,-575.271,892.271
75.3632812,18.3789062,336.000,-579.745,915.745
75.3710938,18.3789062,383.000,-584.219,967.219
75.3789062,18.3789062,448.000,-588.692,1036.692
75.3867188,18.3789062,515.000,-593.166,1108.166
75.3945312,18.3789062,560.000,-597.640,1157.640
75.4023438,18.3789062,567.000,-602.114,1169.114
75.4101562,18.3789062,629.000,-606.587,1235.587
75.4179688,18.3789062,664.000,-611.061,1275.061
75.4257812,18.3789062,632.000,-615.535,1247.535
75.4335938,18.3789062,596.000,-620.009,1216.009
75.4414062,18.3789062,564.000,-624.482,1188.482
75.4492188,18.3789062,538.000,-628.956,1166.956
75.4570312,18.3789062,503.000,-633.430,1136.430
75.4648438,18.3789062,478.000,-637.904,1115.904
75.4726562,18.3789062,447.000,-642.378,1089.378
75.4804688,18.3789062,405.000,-646.851,1051.851
75.4882812,18.3789062,350.000,-651.325,1001.325
75.4960938,18.3789062,323.000,-655.799,978.799
75.5039062,18.3789062,291.000,-660.273,951.273
75.5117188,18.3789062,235.000,-664.746,899.746
75.5195312,18.3789062,159.000,-669.220,828.220
75.5273438,18.3789062,69.000,-673.694,742.694
75.5351562,18.3789062,-28.000,-678.168,650.168
75.5429688,18.3789062,-130.000,-682.641,552.641
75.5507812,18.3789062,-233.000,-687.115,454.115
75.5585938,18.3789062,-336.000,-691.589,355.589
75.5664062,18.3789062,-440.000,-696.063,256.063
75.5742188,18.3789062,-545.000,-700.536,155.536
75.5820312,18.3789062,-651.000,-705.010,54.010
75.5898438,18.3789062,-756.000,-709.484,-46.516
75.5976562,18.3789062,-853.000,-713.958,-139.042
75.6054688,18.3789062,-908.000,-718.431,-189.569
75.6132812,18.3789062,-960.000,-722.905,-237.095
75.6210938,18.3789062,-1016.000,-727.379,-288.621
75.6289062,18.3789062,-1068.000,-731.853,-336.147
75.6367188,18.3789062,-1104.000,-736.326,-367.674
75.6445312,18.3789062,-1111.000,-740.800,-370.200
75.6523438,18.3789062,-1144.000,-745.274,-398.726
75.6601562,18.3789062,-1175.000,-749.748,-425.252
75.6679688,18.3789062,-1198.000,-754.222,-443.778
75.6757812,18.3789062,-1218.000,-758.695,-459.305
75.6835938,18.3789062,-1237.000,-763.169,-473.831
75.6914062,18.3789062,-1257.000,-767.643,-489.357
75.6992188,18.3789062,-1278.000,-772.117,-505.883
75.7070312,18.3789062,-1301.000,-776.590,-524.410
75.7148438,18.3789062,-1322.000,-781.064,-540.936
75.7226562,18.3789062,-1327.000,-785.538,-541.462
75.7304688,18.3789062,-1325.000,-790.012,-534.988
75.7382812,18.3789062,-1323.000,-794.485,-528.515
75.7460938,18.3789062,-1321.000,-798.959,-522.041
75.7539062,18.3789062,-1321.000,-803.433,-517.567
75.7617188,18.3789062,-1321.000,-807.907,-513.093
75.7695312,18.3789062,-1322.000,-812.380,-509.620
75.7773438,18.3789062,-1322.000,-816.854,-505.146
75.7851562,18.3789062,-1321.000,-821.328,-499.672
75.7929688,18.3789062,-1323.000,-825.802,-497.198
75.8007812,18.3789062,-1324.000,-830.275,-493.725
75.8085938,18.3789062,-1323.000,-834.749,-488.251
75.8164062,18.3789062,-1321.000,-839.223,-481.777
75.8242188,18.3789062,-1321.000,-843.697,-477.303
75.8320312,18.3789062,-1321.000,-848.170,-472.830
75.8398438,18.3789062,-1324.000,-852.644,-471.356
75.8476562,18.3789062,-1328.000,-857.118,-470.882
75.8554688,18.3789062,-1335.000,-861.592,-473.408
75.8632812,18.3789062,-1343.000,-866.065,-476.935
75.8710938,18.3789062,-1353.000,-870.539,-482.461
75.8789062,18.3789062,-1364.000,-875.013,-488.987
75.8867188,18.3789062,-1372.000,-879.487,-492.513
75.8945312,18.3789062,-1367.000,-883.961,-483.039
75.9023438,18.3789062,-1358.000,-888.434,-469.566
75.9101562,18.3789062,-1348.000,-892.908,-455.092
75.9179688,18.3789062,-1341.000,-897.382,-443.618
75.9257812,18.3789062,-1335.000,-901.856,-433.144
75.9335938,18.3789062,-1327.000,-906.329,-420.671
75.9414062,18.3789062,-1320.000,-910.803,-409.197
75.9492188,18.3789062,-1314.000,-915.277,-398.723
75.9570312,18.3789062,-1288.000,-919.751,-368.249
75.9648438,18.3789062,-1236.000,-924.224,-311.776
75.9726562,18.3789062,-1180.000,-928.698,-251.302
75.9804688,18.3789062,-1133.000,-933.172,-199.828
75.9882812,18.3789062,-1071.000,-937.646,-133.354
75.9960938,18.3789062,-1007.000,-942.119,-64.881
76.0039062,18.3789062,-946.000,-946.593,0.593
76.0117188,18.3789062,-884.000,-951.067,67.067
76.0195312,18.3789062,-817.000,-955.541,138.541
76.0273438,18.3789062,-743.000,-960.014,217.014
76.0351562,18.3789062,-655.000,-964.488,309.488
76.0429688,18.3789062,-563.000,-968.962,405.962
76.0507812,18.3789062,-541.000,-973.436,432.436
76.0585938,18.3789062,-519.000,-977.909,458.909
76.0664062,18.3789062,-498.000,-982.383,484.383
76.0742188,18.3789062,-506.000,-986.857,480.857
76.0820312,18.3789062,-540.000,-991.331,451.331
76.0898438,18.3789062,-625.000,-995.805,370.805
76.0976562,18.3789062,-719.000,-1000.278,281.278
76.1054688,18.3789062,-802.000,-1004.752,202.752
76.1132812,18.3789062,-814.000,-1009.226,195.226
76.1210938,18.3789062,-835.000,-1013.700,178.700
76.1289062,18.3789062,-840.000,-1018.173,178.173
76.1367188,18.3789062,-829.000,-1022.647,193.647
76.1445312,18.3789062,-858.000,-1027.121,169.121
76.1523438,18.3789062,-899.000,-1031.595,132.595
76.1601562,18.3789062,-940.000,-1036.068,96.068
76.1679688,18.3789062,-971.000,-1040.542,69.542
76.1757812,18.3789062,-978.000,-1045.016,67.016
76.1835938,18.3789062,-956.000,-1049.490,93.490
76.1914062,18.3789062,-920.000,-1053.963,133.963
76.1992188,18.3789062,-874.000,-1058.437,184.437
76.2070312,18.3789062,-823.000,-1062.911,239.911
76.2148438,18.3789062,-773.000,-1067.385,294.385
76.2226562,18.3789062,-764.000,-1071.858,307.858
76.2304688,18.3789062,-798.000,-1076.332,278.332
76.2382812,18.3789062,-878.000,-1080.806,202.806
76.2460938,18.3789062,-971.000,-1085.280,114.280
76.2539062,18.3789062,-1072.000,-1089.753,17.753
76.2617188,18.3789062,-1185.000,-1094.227,-90.773
76.2695312,18.3789062,-1256.000,-1098.701,-157.299
76.2773438,18.3789062,-1315.000,-1103.175,-211.825
76.2851562,18.3789062,-1377.000,-1107.649,-269.351
76.2929688,18.3789062,-1429.000,-1112.122,-316.878
76.3007812,18.3789062,-1441.000,-1116.596,-324.404
76.3085938,18.3789062,-1465.000,-1121.070,-343.930
76.3164062,18.3789062,-1492.000,-1125.544,-366.456
76.3242188,18.3789062,-1520.000,-1130.017,-389.983
76.3320312,18.3789062,-1548.000,-1134.491,-413.509
76.3398438,18.3789062,-1567.000,-1138.965,-428.035
76.3476562,18.3789062,-1587.000,-1143.439,-443.561
76.3554688,18.3789062,-1608.000,-1147.912,-460.088
76.3632812,18.3789062,-1628.000,-1152.386,-475.614
76.3710938,18.3789062,-1645.000,-1156.860,-488.140
76.3789062,18.3789062,-1659.000,-1161.334,-497.666
76.3867188,18.3789062,-1667.000,-1165.807,-501.193
76.3945312,18.3789062,-1659.000,-1170.281,-488.719
76.4023438,18.3789062,-1709.000,-1174.755,-534.245
76.4101562,18.3789062,-1770.000,-1179.229,-590.771
76.4179688,18.3789062,-1823.000,-1183.702,-639.298
76.4257812,18.3789062,-1820.000,-1188.176,-631.824
76.4335938,18.3789062,-1816.000,-1192.650,-623.350
76.4414062,18.3789062,-1841.000,-1197.124,-643.876
76.4492188,18.3789062,-1862.000,-1201.597,-660.403
75.3554688,18.3710938,367.000,-577.292,944.292
75.3632812,18.3710938,393.000,-581.766,974.766
75.3710938,18.3710938,434.000,-586.239,1020.239
75.3789062,18.3710938,493.000,-590.713,1083.713
75.3867188,18.3710938,556.000,-595.187,1151.187
75.3945312,18.3710938,600.000,-599.661,1199.661
75.4023438,18.3710938,619.000,-604.134,1223.134
75.4101562,18.3710938,659.000,-608.608,1267.608
75.4179688,18.3710938,681.000,-613.082,1294.082
75.4257812,18.3710938,629.000,-617.556,1246.556
75.4335938,18.3710938,573.000,-622.029,1195.029
75.4414062,18.3710938,527.000,-626.503,1153.503
75.4492188,18.3710938,470.000,-630.977,1100.977
75.4570312,18.3710938,417.000,-635.451,1052.451
75.4648438,18.3710938,401.000,-639.924,1040.924
75.4726562,18.3710938,379.000,-644.398,1023.398
75.4804688,18.3710938,345.000,-648.872,993.872
75.4882812,18.3710938,306.000,-653.346,959.346
75.4960938,18.3710938,289.000,-657.820,946.820
75.5039062,18.3710938,270.000,-662.293,932.293
75.5117188,18.3710938,206.000,-666.767,872.767
75.5195312,18.3710938,122.000,-671.241,793.241
75.5273438,18.3710938,27.000,-675.715,702.715
75.5351562,18.3710938,-72.000,-680.188,608.188
75.5429688,18.3710938,-174.000,-684.662,510.662
75.5507812,18.3710938,-277.000,-689.136,412.136
75.5585938,18.3710938,-379.000,-693.610,314.610
75.5664062,18.3710938,-482.000,-698.083,216.083
75.5742188,18.3710938,-584.000,-702.557,118.557
75.5820312,18.3710938,-684.000,-707.031,23.031
75.5898438,18.3710938,-782.000,-711.505,-70.495
75.5976562,18.3710938,-871.000,-715.978,-155.022
75.6054688,18.3710938,-938.000,-720.452,-217.548
75.6132812,18.3710938,-1001.000,-724.926,-276.074
75.6210938,18.3710938,-1062.000,-729.400,-332.600
75.6289062,18.3710938,-1115.000,-733.873,-381.127
75.6367188,18.3710938,-1147.000,-738.347,-408.653
75.6445312,18.3710938,-1144.000,-742.821,-401.179
75.6523438,18.3710938,-1197.000,-747.295,-449.705
75.6601562,18.3710938,-1227.000,-751.768,-475.232
75.6679688,18.3710938,-1243.000,-756.242,-486.758
75.6757812,18.3710938,-1254.000,-760.716,-493.284
75.6835938,18.3710938,-1266.000,-765.190,-500.810
75.6914062,18.3710938,-1279.000,-769.664,-509.336
75.6992188,18.3710938,-1295.000,-774.137,-520.863
75.7070312,18.3710938,-1313.000,-778.611,-534.389
75.7148438,18.3710938,-1330.000,-783.085,-546.915
75.7226562,18.3710938,-1330.000,-787.559,-542.441
75.7304688,18.3710938,-1332.000,-792.032,-539.968
