longitude_e,latitude_n,raw_elevation_m,reference_plane_m,corrected_residual_m
75.7851562,18.6523438,-853.000,-750.602,-102.398
75.7929688,18.6523438,-857.000,-755.076,-101.924
75.8007812,18.6523438,-869.000,-759.549,-109.451
75.8085938,18.6523438,-891.000,-764.023,-126.977
75.8164062,18.6523438,-924.000,-768.497,-155.503
75.8242188,18.6523438,-954.000,-772.971,-181.029
75.8320312,18.6523438,-911.000,-777.444,-133.556
75.8398438,18.6523438,-857.000,-781.918,-75.082
75.8476562,18.6523438,-820.000,-786.392,-33.608
75.8554688,18.6523438,-789.000,-790.866,1.866
75.8632812,18.6523438,-773.000,-795.340,22.340
75.8710938,18.6523438,-758.000,-799.813,41.813
75.8789062,18.6523438,-776.000,-804.287,28.287
75.8867188,18.6523438,-789.000,-808.761,19.761
75.8945312,18.6523438,-796.000,-813.235,17.235
75.9023438,18.6523438,-806.000,-817.708,11.708
75.9101562,18.6523438,-836.000,-822.182,-13.818
75.9179688,18.6523438,-872.000,-826.656,-45.344
75.9257812,18.6523438,-864.000,-831.130,-32.870
75.9335938,18.6523438,-828.000,-835.603,7.603
75.9414062,18.6523438,-786.000,-840.077,54.077
75.9492188,18.6523438,-867.000,-844.551,-22.449
75.9570312,18.6523438,-965.000,-849.025,-115.975
75.9648438,18.6523438,-1063.000,-853.498,-209.502
75.9726562,18.6523438,-1115.000,-857.972,-257.028
75.9804688,18.6523438,-1122.000,-862.446,-259.554
75.9882812,18.6523438,-1138.000,-866.920,-271.080
75.9960938,18.6523438,-1087.000,-871.393,-215.607
76.0039062,18.6523438,-1050.000,-875.867,-174.133
76.0117188,18.6523438,-1030.000,-880.341,-149.659
76.0195312,18.6523438,-1019.000,-884.815,-134.185
76.0273438,18.6523438,-1010.000,-889.288,-120.712
76.0351562,18.6523438,-1002.000,-893.762,-108.238
76.0429688,18.6523438,-1004.000,-898.236,-105.764
76.0507812,18.6523438,-1040.000,-902.710,-137.290
76.0585938,18.6523438,-1093.000,-907.183,-185.817
76.0664062,18.6523438,-1151.000,-911.657,-239.343
76.0742188,18.6523438,-1204.000,-916.131,-287.869
76.0820312,18.6523438,-1209.000,-920.605,-288.395
76.0898438,18.6523438,-1180.000,-925.079,-254.921
76.0976562,18.6523438,-1167.000,-929.552,-237.448
76.1054688,18.6523438,-1161.000,-934.026,-226.974
76.1132812,18.6523438,-1163.000,-938.500,-224.500
76.1210938,18.6523438,-1166.000,-942.974,-223.026
76.1289062,18.6523438,-1178.000,-947.447,-230.553
76.1367188,18.6523438,-1197.000,-951.921,-245.079
76.1445312,18.6523438,-1187.000,-956.395,-230.605
76.1523438,18.6523438,-1167.000,-960.869,-206.131
76.1601562,18.6523438,-1157.000,-965.342,-191.658
76.1679688,18.6523438,-1219.000,-969.816,-249.184
76.1757812,18.6523438,-1248.000,-974.290,-273.710
76.1835938,18.6523438,-1249.000,-978.764,-270.236
76.1914062,18.6523438,-1241.000,-983.237,-257.763
76.1992188,18.6523438,-1225.000,-987.711,-237.289
76.2070312,18.6523438,-1207.000,-992.185,-214.815
76.2148438,18.6523438,-1205.000,-996.659,-208.341
76.2226562,18.6523438,-1220.000,-1001.132,-218.868
76.2304688,18.6523438,-1256.000,-1005.606,-250.394
76.2382812,18.6523438,-1303.000,-1010.080,-292.920
76.2460938,18.6523438,-1346.000,-1014.554,-331.446
76.2539062,18.6523438,-1402.000,-1019.027,-382.973
76.2617188,18.6523438,-1468.000,-1023.501,-444.499
76.2695312,18.6523438,-1497.000,-1027.975,-469.025
76.2773438,18.6523438,-1489.000,-1032.449,-456.551
76.2851562,18.6523438,-1483.000,-1036.923,-446.077
76.2929688,18.6523438,-1472.000,-1041.396,-430.604
76.3007812,18.6523438,-1444.000,-1045.870,-398.130
76.3085938,18.6523438,-1409.000,-1050.344,-358.656
76.3164062,18.6523438,-1378.000,-1054.818,-323.182
76.3242188,18.6523438,-1347.000,-1059.291,-287.709
76.3320312,18.6523438,-1311.000,-1063.765,-247.235
76.3398438,18.6523438,-1289.000,-1068.239,-220.761
76.3476562,18.6523438,-1343.000,-1072.713,-270.287
76.3554688,18.6523438,-1392.000,-1077.186,-314.814
76.3632812,18.6523438,-1432.000,-1081.660,-350.340
76.3710938,18.6523438,-1468.000,-1086.134,-381.866
76.3789062,18.6523438,-1506.000,-1090.608,-415.392
76.3867188,18.6523438,-1518.000,-1095.081,-422.919
76.3945312,18.6523438,-1555.000,-1099.555,-455.445
76.4023438,18.6523438,-1600.000,-1104.029,-495.971
76.4101562,18.6523438,-1646.000,-1108.503,-537.497
76.4179688,18.6523438,-1671.000,-1112.976,-558.024
76.4257812,18.6523438,-1661.000,-1117.450,-543.550
76.4335938,18.6523438,-1655.000,-1121.924,-533.076
76.4414062,18.6523438,-1641.000,-1126.398,-514.602
76.4492188,18.6523438,-1654.000,-1130.871,-523.129
75.3554688,18.6445312,-652.000,-506.566,-145.434
75.3632812,18.6445312,-643.000,-511.040,-131.960
75.3710938,18.6445312,-627.000,-515.513,-111.487
75.3789062,18.6445312,-609.000,-519.987,-89.013
75.3867188,18.6445312,-591.000,-524.461,-66.539
75.3945312,18.6445312,-572.000,-528.935,-43.065
75.4023438,18.6445312,-555.000,-533.408,-21.592
75.4101562,18.6445312,-560.000,-537.882,-22.118
75.4179688,18.6445312,-560.000,-542.356,-17.644
75.4257812,18.6445312,-553.000,-546.830,-6.170
75.4335938,18.6445312,-535.000,-551.303,16.303
75.4414062,18.6445312,-560.000,-555.777,-4.223
75.4492188,18.6445312,-581.000,-560.251,-20.749
75.4570312,18.6445312,-607.000,-564.725,-42.275
75.4648438,18.6445312,-600.000,-569.199,-30.801
75.4726562,18.6445312,-590.000,-573.672,-16.328
75.4804688,18.6445312,-585.000,-578.146,-6.854
75.4882812,18.6445312,-585.000,-582.620,-2.380
75.4960938,18.6445312,-592.000,-587.094,-4.906
75.5039062,18.6445312,-607.000,-591.567,-15.433
75.5117188,18.6445312,-630.000,-596.041,-33.959
75.5195312,18.6445312,-663.000,-600.515,-62.485
75.5273438,18.6445312,-708.000,-604.989,-103.011
75.5351562,18.6445312,-755.000,-609.462,-145.538
75.5429688,18.6445312,-756.000,-613.936,-142.064
75.5507812,18.6445312,-723.000,-618.410,-104.590
75.5585938,18.6445312,-694.000,-622.884,-71.116
75.5664062,18.6445312,-675.000,-627.357,-47.643
75.5742188,18.6445312,-666.000,-631.831,-34.169
75.5820312,18.6445312,-666.000,-636.305,-29.695
75.5898438,18.6445312,-675.000,-640.779,-34.221
75.5976562,18.6445312,-694.000,-645.252,-48.748
75.6054688,18.6445312,-719.000,-649.726,-69.274
75.6132812,18.6445312,-738.000,-654.200,-83.800
75.6210938,18.6445312,-757.000,-658.674,-98.326
75.6289062,18.6445312,-784.000,-663.147,-120.853
75.6367188,18.6445312,-815.000,-667.621,-147.379
75.6445312,18.6445312,-801.000,-672.095,-128.905
75.6523438,18.6445312,-798.000,-676.569,-121.431
75.6601562,18.6445312,-812.000,-681.042,-130.958
75.6679688,18.6445312,-844.000,-685.516,-158.484
75.6757812,18.6445312,-887.000,-689.990,-197.010
75.6835938,18.6445312,-876.000,-694.464,-181.536
75.6914062,18.6445312,-838.000,-698.938,-139.062
75.6992188,18.6445312,-807.000,-703.411,-103.589
75.7070312,18.6445312,-788.000,-707.885,-80.115
75.7148438,18.6445312,-776.000,-712.359,-63.641
75.7226562,18.6445312,-769.000,-716.833,-52.167
75.7304688,18.6445312,-766.000,-721.306,-44.694
75.7382812,18.6445312,-765.000,-725.780,-39.220
75.7460938,18.6445312,-764.000,-730.254,-33.746
75.7539062,18.6445312,-769.000,-734.728,-34.272
75.7617188,18.6445312,-804.000,-739.201,-64.799
75.7695312,18.6445312,-820.000,-743.675,-76.325
75.7773438,18.6445312,-824.000,-748.149,-75.851
75.7851562,18.6445312,-826.000,-752.623,-73.377
75.7929688,18.6445312,-829.000,-757.096,-71.904
75.8007812,18.6445312,-836.000,-761.570,-74.430
75.8085938,18.6445312,-852.000,-766.044,-85.956
75.8164062,18.6445312,-884.000,-770.518,-113.482
75.8242188,18.6445312,-935.000,-774.991,-160.009
75.8320312,18.6445312,-889.000,-779.465,-109.535
75.8398438,18.6445312,-838.000,-783.939,-54.061
75.8476562,18.6445312,-801.000,-788.413,-12.587
75.8554688,18.6445312,-777.000,-792.886,15.886
75.8632812,18.6445312,-765.000,-797.360,32.360
75.8710938,18.6445312,-762.000,-801.834,39.834
75.8789062,18.6445312,-771.000,-806.308,35.308
75.8867188,18.6445312,-786.000,-810.782,24.782
75.8945312,18.6445312,-806.000,-815.255,9.255
75.9023438,18.6445312,-829.000,-819.729,-9.271
75.9101562,18.6445312,-823.000,-824.203,1.203
75.9179688,18.6445312,-824.000,-828.677,4.677
75.9257812,18.6445312,-827.000,-833.150,6.150
75.9335938,18.6445312,-801.000,-837.624,36.624
75.9414062,18.6445312,-783.000,-842.098,59.098
75.9492188,18.6445312,-839.000,-846.572,7.572
75.9570312,18.6445312,-918.000,-851.045,-66.955
75.9648438,18.6445312,-995.000,-855.519,-139.481
75.9726562,18.6445312,-1034.000,-859.993,-174.007
75.9804688,18.6445312,-1049.000,-864.467,-184.533
75.9882812,18.6445312,-1062.000,-868.940,-193.060
75.9960938,18.6445312,-1043.000,-873.414,-169.586
76.0039062,18.6445312,-1022.000,-877.888,-144.112
76.0117188,18.6445312,-1007.000,-882.362,-124.638
76.0195312,18.6445312,-997.000,-886.835,-110.165
76.0273438,18.6445312,-989.000,-891.309,-97.691
76.0351562,18.6445312,-978.000,-895.783,-82.217
76.0429688,18.6445312,-967.000,-900.257,-66.743
76.0507812,18.6445312,-1010.000,-904.730,-105.270
76.0585938,18.6445312,-1055.000,-909.204,-145.796
76.0664062,18.6445312,-1099.000,-913.678,-185.322
76.0742188,18.6445312,-1134.000,-918.152,-215.848
76.0820312,18.6445312,-1131.000,-922.626,-208.374
76.0898438,18.6445312,-1115.000,-927.099,-187.901
76.0976562,18.6445312,-1105.000,-931.573,-173.427
76.1054688,18.6445312,-1102.000,-936.047,-165.953
76.1132812,18.6445312,-1109.000,-940.521,-168.479
76.1210938,18.6445312,-1116.000,-944.994,-171.006
76.1289062,18.6445312,-1125.000,-949.468,-175.532
76.1367188,18.6445312,-1132.000,-953.942,-178.058
76.1445312,18.6445312,-1120.000,-958.416,-161.584
76.1523438,18.6445312,-1101.000,-962.889,-138.111
76.1601562,18.6445312,-1089.000,-967.363,-121.637
76.1679688,18.6445312,-1125.000,-971.837,-153.163
76.1757812,18.6445312,-1156.000,-976.311,-179.689
76.1835938,18.6445312,-1159.000,-980.784,-178.216
76.1914062,18.6445312,-1160.000,-985.258,-174.742
76.1992188,18.6445312,-1153.000,-989.732,-163.268
76.2070312,18.6445312,-1144.000,-994.206,-149.794
76.2148438,18.6445312,-1132.000,-998.679,-133.321
76.2226562,18.6445312,-1158.000,-1003.153,-154.847
76.2304688,18.6445312,-1185.000,-1007.627,-177.373
76.2382812,18.6445312,-1219.000,-1012.101,-206.899
76.2460938,18.6445312,-1272.000,-1016.574,-255.426
76.2539062,18.6445312,-1332.000,-1021.048,-310.952
76.2617188,18.6445312,-1395.000,-1025.522,-369.478
76.2695312,18.6445312,-1438.000,-1029.996,-408.004
76.2773438,18.6445312,-1462.000,-1034.470,-427.530
76.2851562,18.6445312,-1490.000,-1038.943,-451.057
76.2929688,18.6445312,-1520.000,-1043.417,-476.583
76.3007812,18.6445312,-1511.000,-1047.891,-463.109
76.3085938,18.6445312,-1468.000,-1052.365,-415.635
76.3164062,18.6445312,-1441.000,-1056.838,-384.162
76.3242188,18.6445312,-1427.000,-1061.312,-365.688
76.3320312,18.6445312,-1419.000,-1065.786,-353.214
76.3398438,18.6445312,-1412.000,-1070.260,-341.740
76.3476562,18.6445312,-1444.000,-1074.733,-369.267
76.3554688,18.6445312,-1476.000,-1079.207,-396.793
76.3632812,18.6445312,-1509.000,-1083.681,-425.319
76.3710938,18.6445312,-1539.000,-1088.155,-450.845
76.3789062,18.6445312,-1555.000,-1092.628,-462.372
76.3867188,18.6445312,-1550.000,-1097.102,-452.898
76.3945312,18.6445312,-1589.000,-1101.576,-487.424
76.4023438,18.6445312,-1629.000,-1106.050,-522.950
76.4101562,18.6445312,-1669.000,-1110.523,-558.477
76.4179688,18.6445312,-1678.000,-1114.997,-563.003
76.4257812,18.6445312,-1682.000,-1119.471,-562.529
76.4335938,18.6445312,-1668.000,-1123.945,-544.055
76.4414062,18.6445312,-1654.000,-1128.418,-525.582
76.4492188,18.6445312,-1662.000,-1132.892,-529.108
75.3554688,18.6367188,-642.000,-508.587,-133.413
75.3632812,18.6367188,-632.000,-513.060,-118.940
75.3710938,18.6367188,-615.000,-517.534,-97.466
75.3789062,18.6367188,-594.000,-522.008,-71.992
75.3867188,18.6367188,-572.000,-526.482,-45.518
75.3945312,18.6367188,-552.000,-530.955,-21.045
75.4023438,18.6367188,-542.000,-535.429,-6.571
75.4101562,18.6367188,-536.000,-539.903,3.903
75.4179688,18.6367188,-528.000,-544.377,16.377
75.4257812,18.6367188,-529.000,-548.850,19.850
75.4335938,18.6367188,-526.000,-553.324,27.324
75.4414062,18.6367188,-517.000,-557.798,40.798
75.4492188,18.6367188,-505.000,-562.272,57.272
75.4570312,18.6367188,-514.000,-566.745,52.745
75.4648438,18.6367188,-535.000,-571.219,36.219
75.4726562,18.6367188,-545.000,-575.693,30.693
75.4804688,18.6367188,-551.000,-580.167,29.167
75.4882812,18.6367188,-559.000,-584.641,25.641
75.4960938,18.6367188,-571.000,-589.114,18.114
75.5039062,18.6367188,-589.000,-593.588,4.588
75.5117188,18.6367188,-615.000,-598.062,-16.938
75.5195312,18.6367188,-651.000,-602.536,-48.464
75.5273438,18.6367188,-701.000,-607.009,-93.991
75.5351562,18.6367188,-759.000,-611.483,-147.517
75.5429688,18.6367188,-760.000,-615.957,-144.043
75.5507812,18.6367188,-729.000,-620.431,-108.569
75.5585938,18.6367188,-697.000,-624.904,-72.096
75.5664062,18.6367188,-675.000,-629.378,-45.622
75.5742188,18.6367188,-662.000,-633.852,-28.148
75.5820312,18.6367188,-656.000,-638.326,-17.674
75.5898438,18.6367188,-654.000,-642.799,-11.201
75.5976562,18.6367188,-652.000,-647.273,-4.727
75.6054688,18.6367188,-647.000,-651.747,4.747
75.6132812,18.6367188,-693.000,-656.221,-36.779
75.6210938,18.6367188,-735.000,-660.694,-74.306
75.6289062,18.6367188,-776.000,-665.168,-110.832
75.6367188,18.6367188,-813.000,-669.642,-143.358
75.6445312,18.6367188,-801.000,-674.116,-126.884
75.6523438,18.6367188,-793.000,-678.589,-114.411
75.6601562,18.6367188,-797.000,-683.063,-113.937
75.6679688,18.6367188,-812.000,-687.537,-124.463
75.6757812,18.6367188,-827.000,-692.011,-134.989
75.6835938,18.6367188,-808.000,-696.485,-111.515
75.6914062,18.6367188,-789.000,-700.958,-88.042
75.6992188,18.6367188,-775.000,-705.432,-69.568
75.7070312,18.6367188,-766.000,-709.906,-56.094
75.7148438,18.6367188,-760.000,-714.380,-45.620
75.7226562,18.6367188,-756.000,-718.853,-37.147
75.7304688,18.6367188,-751.000,-723.327,-27.673
75.7382812,18.6367188,-746.000,-727.801,-18.199
75.7460938,18.6367188,-737.000,-732.275,-4.725
75.7539062,18.6367188,-729.000,-736.748,7.748
75.7617188,18.6367188,-761.000,-741.222,-19.778
75.7695312,18.6367188,-782.000,-745.696,-36.304
75.7773438,18.6367188,-793.000,-750.170,-42.830
75.7851562,18.6367188,-797.000,-754.643,-42.357
75.7929688,18.6367188,-797.000,-759.117,-37.883
75.8007812,18.6367188,-795.000,-763.591,-31.409
75.8085938,18.6367188,-791.000,-768.065,-22.935
75.8164062,18.6367188,-789.000,-772.538,-16.462
75.8242188,18.6367188,-835.000,-777.012,-57.988
75.8320312,18.6367188,-826.000,-781.486,-44.514
75.8398438,18.6367188,-794.000,-785.960,-8.040
75.8476562,18.6367188,-759.000,-790.433,31.433
75.8554688,18.6367188,-757.000,-794.907,37.907
75.8632812,18.6367188,-754.000,-799.381,45.381
75.8710938,18.6367188,-752.000,-803.855,51.855
75.8789062,18.6367188,-763.000,-808.329,45.329
75.8867188,18.6367188,-779.000,-812.802,33.802
75.8945312,18.6367188,-797.000,-817.276,20.276
75.9023438,18.6367188,-811.000,-821.750,10.750
75.9101562,18.6367188,-804.000,-826.224,22.224
75.9179688,18.6367188,-802.000,-830.697,28.697
75.9257812,18.6367188,-805.000,-835.171,30.171
75.9335938,18.6367188,-789.000,-839.645,50.645
75.9414062,18.6367188,-781.000,-844.119,63.119
75.9492188,18.6367188,-816.000,-848.592,32.592
75.9570312,18.6367188,-862.000,-853.066,-8.934
75.9648438,18.6367188,-900.000,-857.540,-42.460
75.9726562,18.6367188,-932.000,-862.014,-69.986
75.9804688,18.6367188,-946.000,-866.487,-79.513
75.9882812,18.6367188,-971.000,-870.961,-100.039
75.9960938,18.6367188,-980.000,-875.435,-104.565
76.0039062,18.6367188,-979.000,-879.909,-99.091
76.0117188,18.6367188,-976.000,-884.382,-91.618
76.0195312,18.6367188,-975.000,-888.856,-86.144
76.0273438,18.6367188,-976.000,-893.330,-82.670
76.0351562,18.6367188,-982.000,-897.804,-84.196
76.0429688,18.6367188,-997.000,-902.277,-94.723
76.0507812,18.6367188,-1002.000,-906.751,-95.249
76.0585938,18.6367188,-1018.000,-911.225,-106.775
76.0664062,18.6367188,-1038.000,-915.699,-122.301
76.0742188,18.6367188,-1048.000,-920.173,-127.827
76.0820312,18.6367188,-1034.000,-924.646,-109.354
76.0898438,18.6367188,-1032.000,-929.120,-102.880
76.0976562,18.6367188,-1036.000,-933.594,-102.406
76.1054688,18.6367188,-1052.000,-938.068,-113.932
76.1132812,18.6367188,-1057.000,-942.541,-114.459
76.1210938,18.6367188,-1062.000,-947.015,-114.985
76.1289062,18.6367188,-1065.000,-951.489,-113.511
76.1367188,18.6367188,-1062.000,-955.963,-106.037
76.1445312,18.6367188,-1057.000,-960.436,-96.564
76.1523438,18.6367188,-1046.000,-964.910,-81.090
76.1601562,18.6367188,-1039.000,-969.384,-69.616
76.1679688,18.6367188,-1040.000,-973.858,-66.142
76.1757812,18.6367188,-1038.000,-978.331,-59.669
76.1835938,18.6367188,-1067.000,-982.805,-84.195
76.1914062,18.6367188,-1084.000,-987.279,-96.721
76.1992188,18.6367188,-1087.000,-991.753,-95.247
76.2070312,18.6367188,-1078.000,-996.226,-81.774
76.2148438,18.6367188,-1068.000,-1000.700,-67.300
76.2226562,18.6367188,-1094.000,-1005.174,-88.826
76.2304688,18.6367188,-1117.000,-1009.648,-107.352
76.2382812,18.6367188,-1146.000,-1014.121,-131.879
76.2460938,18.6367188,-1205.000,-1018.595,-186.405
76.2539062,18.6367188,-1274.000,-1023.069,-250.931
76.2617188,18.6367188,-1376.000,-1027.543,-348.457
76.2695312,18.6367188,-1370.000,-1032.016,-337.984
76.2773438,18.6367188,-1415.000,-1036.490,-378.510
76.2851562,18.6367188,-1464.000,-1040.964,-423.036
76.2929688,18.6367188,-1516.000,-1045.438,-470.562
76.3007812,18.6367188,-1501.000,-1049.912,-451.088
76.3085938,18.6367188,-1482.000,-1054.385,-427.615
76.3164062,18.6367188,-1480.000,-1058.859,-421.141
76.3242188,18.6367188,-1499.000,-1063.333,-435.667
76.3320312,18.6367188,-1532.000,-1067.807,-464.193
76.3398438,18.6367188,-1526.000,-1072.280,-453.720
76.3476562,18.6367188,-1544.000,-1076.754,-467.246
76.3554688,18.6367188,-1554.000,-1081.228,-472.772
76.3632812,18.6367188,-1581.000,-1085.702,-495.298
76.3710938,18.6367188,-1623.000,-1090.175,-532.825
76.3789062,18.6367188,-1627.000,-1094.649,-532.351
76.3867188,18.6367188,-1641.000,-1099.123,-541.877
76.3945312,18.6367188,-1635.000,-1103.597,-531.403
76.4023438,18.6367188,-1650.000,-1108.070,-541.930
76.4101562,18.6367188,-1672.000,-1112.544,-559.456
76.4179688,18.6367188,-1689.000,-1117.018,-571.982
76.4257812,18.6367188,-1692.000,-1121.492,-570.508
76.4335938,18.6367188,-1681.000,-1125.965,-555.035
76.4414062,18.6367188,-1673.000,-1130.439,-542.561
76.4492188,18.6367188,-1675.000,-1134.913,-540.087
75.3554688,18.6289062,-637.000,-510.607,-126.393
75.3632812,18.6289062,-629.000,-515.081,-113.919
75.3710938,18.6289062,-608.000,-519.555,-88.445
75.3789062,18.6289062,-582.000,-524.029,-57.971
75.3867188,18.6289062,-556.000,-528.502,-27.498
75.3945312,18.6289062,-532.000,-532.976,0.976
75.4023438,18.6289062,-525.000,-537.450,12.450
75.4101562,18.6289062,-523.000,-541.924,18.924
75.4179688,18.6289062,-519.000,-546.397,27.397
75.4257812,18.6289062,-516.000,-550.871,34.871
75.4335938,18.6289062,-515.000,-555.345,40.345
75.4414062,18.6289062,-493.000,-559.819,66.819
75.4492188,18.6289062,-469.000,-564.292,95.292
75.4570312,18.6289062,-483.000,-568.766,85.766
75.4648438,18.6289062,-494.000,-573.240,79.240
75.4726562,18.6289062,-505.000,-577.714,72.714
75.4804688,18.6289062,-516.000,-582.188,66.188
75.4882812,18.6289062,-528.000,-586.661,58.661
75.4960938,18.6289062,-543.000,-591.135,48.135
75.5039062,18.6289062,-562.000,-595.609,33.609
75.5117188,18.6289062,-586.000,-600.083,14.083
75.5195312,18.6289062,-616.000,-604.556,-11.444
75.5273438,18.6289062,-652.000,-609.030,-42.970
75.5351562,18.6289062,-689.000,-613.504,-75.496
75.5429688,18.6289062,-732.000,-617.978,-114.022
75.5507812,18.6289062,-708.000,-622.451,-85.549
75.5585938,18.6289062,-682.000,-626.925,-55.075
75.5664062,18.6289062,-662.000,-631.399,-30.601
75.5742188,18.6289062,-650.000,-635.873,-14.127
75.5820312,18.6289062,-644.000,-640.346,-3.654
75.5898438,18.6289062,-640.000,-644.820,4.820
75.5976562,18.6289062,-639.000,-649.294,10.294
75.6054688,18.6289062,-645.000,-653.768,8.768
75.6132812,18.6289062,-674.000,-658.241,-15.759
75.6210938,18.6289062,-709.000,-662.715,-46.285
75.6289062,18.6289062,-743.000,-667.189,-75.811
75.6367188,18.6289062,-764.000,-671.663,-92.337
75.6445312,18.6289062,-767.000,-676.136,-90.864
75.6523438,18.6289062,-764.000,-680.610,-83.390
75.6601562,18.6289062,-763.000,-685.084,-77.916
75.6679688,18.6289062,-760.000,-689.558,-70.442
75.6757812,18.6289062,-752.000,-694.032,-57.968
75.6835938,18.6289062,-739.000,-698.505,-40.495
75.6914062,18.6289062,-734.000,-702.979,-31.021
75.6992188,18.6289062,-738.000,-707.453,-30.547
75.7070312,18.6289062,-742.000,-711.927,-30.073
75.7148438,18.6289062,-743.000,-716.400,-26.600
75.7226562,18.6289062,-742.000,-720.874,-21.126
75.7304688,18.6289062,-740.000,-725.348,-14.652
75.7382812,18.6289062,-737.000,-729.822,-7.178
75.7460938,18.6289062,-733.000,-734.295,1.295
75.7539062,18.6289062,-734.000,-738.769,4.769
75.7617188,18.6289062,-747.000,-743.243,-3.757
75.7695312,18.6289062,-760.000,-747.717,-12.283
75.7773438,18.6289062,-768.000,-752.190,-15.810
75.7851562,18.6289062,-771.000,-756.664,-14.336
75.7929688,18.6289062,-769.000,-761.138,-7.862
75.8007812,18.6289062,-763.000,-765.612,2.612
75.8085938,18.6289062,-753.000,-770.085,17.085
75.8164062,18.6289062,-745.000,-774.559,29.559
75.8242188,18.6289062,-773.000,-779.033,6.033
75.8320312,18.6289062,-778.000,-783.507,5.507
75.8398438,18.6289062,-765.000,-787.980,22.980
75.8476562,18.6289062,-748.000,-792.454,44.454
75.8554688,18.6289062,-752.000,-796.928,44.928
75.8632812,18.6289062,-752.000,-801.402,49.402
75.8710938,18.6289062,-753.000,-805.875,52.875
75.8789062,18.6289062,-760.000,-810.349,50.349
75.8867188,18.6289062,-772.000,-814.823,42.823
75.8945312,18.6289062,-782.000,-819.297,37.297
75.9023438,18.6289062,-785.000,-823.771,38.771
75.9101562,18.6289062,-780.000,-828.244,48.244
75.9179688,18.6289062,-788.000,-832.718,44.718
75.9257812,18.6289062,-790.000,-837.192,47.192
75.9335938,18.6289062,-782.000,-841.666,59.666
75.9414062,18.6289062,-778.000,-846.139,68.139
75.9492188,18.6289062,-801.000,-850.613,49.613
75.9570312,18.6289062,-827.000,-855.087,28.087
75.9648438,18.6289062,-844.000,-859.561,15.561
75.9726562,18.6289062,-859.000,-864.034,5.034
75.9804688,18.6289062,-864.000,-868.508,4.508
75.9882812,18.6289062,-897.000,-872.982,-24.018
75.9960938,18.6289062,-922.000,-877.456,-44.544
76.0039062,18.6289062,-936.000,-881.929,-54.071
76.0117188,18.6289062,-944.000,-886.403,-57.597
76.0195312,18.6289062,-949.000,-890.877,-58.123
76.0273438,18.6289062,-956.000,-895.351,-60.649
76.0351562,18.6289062,-967.000,-899.824,-67.176
76.0429688,18.6289062,-983.000,-904.298,-78.702
76.0507812,18.6289062,-975.000,-908.772,-66.228
76.0585938,18.6289062,-974.000,-913.246,-60.754
76.0664062,18.6289062,-977.000,-917.719,-59.281
76.0742188,18.6289062,-979.000,-922.193,-56.807
76.0820312,18.6289062,-941.000,-926.667,-14.333
76.0898438,18.6289062,-949.000,-931.141,-17.859
76.0976562,18.6289062,-955.000,-935.615,-19.385
76.1054688,18.6289062,-973.000,-940.088,-32.912
76.1132812,18.6289062,-997.000,-944.562,-52.438
76.1210938,18.6289062,-1009.000,-949.036,-59.964
76.1289062,18.6289062,-1012.000,-953.510,-58.490
76.1367188,18.6289062,-1010.000,-957.983,-52.017
76.1445312,18.6289062,-1006.000,-962.457,-43.543
76.1523438,18.6289062,-996.000,-966.931,-29.069
76.1601562,18.6289062,-980.000,-971.405,-8.595
76.1679688,18.6289062,-982.000,-975.878,-6.122
76.1757812,18.6289062,-980.000,-980.352,0.352
76.1835938,18.6289062,-1010.000,-984.826,-25.174
76.1914062,18.6289062,-1032.000,-989.300,-42.700
76.1992188,18.6289062,-1041.000,-993.773,-47.227
76.2070312,18.6289062,-1040.000,-998.247,-41.753
76.2148438,18.6289062,-1049.000,-1002.721,-46.279
76.2226562,18.6289062,-1062.000,-1007.195,-54.805
76.2304688,18.6289062,-1061.000,-1011.668,-49.332
76.2382812,18.6289062,-1079.000,-1016.142,-62.858
76.2460938,18.6289062,-1154.000,-1020.616,-133.384
76.2539062,18.6289062,-1237.000,-1025.090,-211.910
76.2617188,18.6289062,-1322.000,-1029.563,-292.437
76.2695312,18.6289062,-1353.000,-1034.037,-318.963
76.2773438,18.6289062,-1376.000,-1038.511,-337.489
76.2851562,18.6289062,-1394.000,-1042.985,-351.015
76.2929688,18.6289062,-1416.000,-1047.459,-368.541
76.3007812,18.6289062,-1447.000,-1051.932,-395.068
76.3085938,18.6289062,-1457.000,-1056.406,-400.594
76.3164062,18.6289062,-1479.000,-1060.880,-418.120
76.3242188,18.6289062,-1520.000,-1065.354,-454.646
76.3320312,18.6289062,-1571.000,-1069.827,-501.173
76.3398438,18.6289062,-1577.000,-1074.301,-502.699
76.3476562,18.6289062,-1598.000,-1078.775,-519.225
76.3554688,18.6289062,-1591.000,-1083.249,-507.751
76.3632812,18.6289062,-1605.000,-1087.722,-517.278
76.3710938,18.6289062,-1632.000,-1092.196,-539.804
76.3789062,18.6289062,-1634.000,-1096.670,-537.330
76.3867188,18.6289062,-1624.000,-1101.144,-522.856
76.3945312,18.6289062,-1635.000,-1105.617,-529.383
76.4023438,18.6289062,-1653.000,-1110.091,-542.909
76.4101562,18.6289062,-1673.000,-1114.565,-558.435
76.4179688,18.6289062,-1689.000,-1119.039,-569.961
76.4257812,18.6289062,-1706.000,-1123.512,-582.488
76.4335938,18.6289062,-1694.000,-1127.986,-566.014
76.4414062,18.6289062,-1687.000,-1132.460,-554.540
