distance_from_outlet_along_rim_km,longitude_e_deg,latitude_n_deg,mola_raw_m,corrected_min_m,corrected_median_m,corrected_max_m
41.287621255294525,75.66964759772168,18.486021635328033,-416.79828535916926,240.23897276490703,256.6441793866929,289.22790939405485
41.537621255294525,75.66564130790573,18.4842005945026,-412.5139662053605,241.63900352101086,257.8188917321952,290.7861193545723
41.787621255294525,75.66163501808978,18.48237955367717,-403.7505980639129,247.5180832647535,263.4726530653363,296.82337830272854
42.037621255294525,75.65762872827383,18.480558512851736,-387.84593933469057,260.53845359627087,276.2677049862523,310.0019278386595
42.287621255294525,75.65362243845789,18.478737472026307,-369.73848600426606,275.7616185289903,291.2655515083702,325.3832719757928
42.537621255294525,75.64961614864193,18.476916431200873,-343.71226148541353,298.9035546501379,314.1821692189164,348.6833873013539
42.787621255294525,75.64560985882598,18.475095390375444,-311.2379382025287,328.49358953531777,343.54688569349474,378.4316013909475
43.037621255294525,75.64160356901003,18.473274349550014,-269.10555161068964,367.7416877294519,382.56966547702746,417.8378787894951
43.287621255294525,75.63803955901156,18.47077966925866,-234.0156550730233,400.55631652844426,415.2294725290424,450.8432338575055
43.537621255294525,75.63455399987838,18.468165499908775,-197.01973572312232,435.3849952207117,449.9158340563716,485.86841196348377
43.787621255294525,75.6310684407452,18.46555133055889,-149.51828778580722,480.7192025003931,495.10772417111474,531.3991186568762
44.037621255294525,75.62758288161201,18.462937161209002,-152.5287419548875,475.5415076736792,489.78771217946263,526.417923243873
44.287621255294525,75.62409732247883,18.460322991859115,-197.73618782044935,428.16682115048366,442.27070849132895,479.23973613438864
44.537621255294525,75.62061176334565,18.45770882250923,-235.51311886472917,388.2226494485703,402.1842196244772,439.492063846186
44.787621255294525,75.61712620421247,18.455094653159342,-274.83508345816693,346.73344419749884,360.5526972084676,398.1993580088255
45.037621255294525,75.61495836992223,18.458572852636088,-225.29237217421021,393.23244783530265,406.69696291083494,444.5287490956024
45.287621255294525,75.61284003990589,18.462279930164698,-170.65101056090793,444.7971746992897,457.8989716179789,495.9101093178896
45.537621255294525,75.61072170988953,18.465987007693307,-134.31732935956452,478.05422115131785,490.793299913164,528.983789128218
45.787621255294525,75.60819809254362,18.468790806750512,-130.35559682440942,478.88643868227723,491.2775108447694,529.6897538511334
46.037621255294525,75.6039151413761,18.4676735151416,-152.55994895587568,453.3230207708606,465.4299485343953,504.24801167989335
46.287621255294525,75.59963219020861,18.46655622353268,-167.55097380918724,434.97293013759884,446.7957135021762,486.01959678680805
46.537621255294525,75.5953492390411,18.465438931923767,-174.94800421765558,424.2168339491802,435.75547291480007,475.3851763385659
46.787621255294525,75.59106628787359,18.464321640314854,-177.06790073174625,418.7378716551393,429.9923662218017,470.02788978470153
47.037621255294525,75.58678333670609,18.463204348705936,-171.76299275366324,420.6837138532721,431.65406402097716,472.09540772301074
47.287621255294525,75.58315193737413,18.460863953030596,-169.18468915137774,420.8767961745094,431.6788894749577,472.4713044712123
47.537621255294525,75.57966637824094,18.45824978368071,-161.71261626690682,426.181628401347,436.8414045368571,477.97263611176083
47.787621255294525,75.57618081910776,18.455635614330824,-151.27135576642127,434.4556482441993,444.9731072147713,486.44315536832414
48.037621255294525,75.57269525997458,18.453021444980937,-137.25800467257562,446.30175868041175,456.67690048604544,498.4857652182474
48.287621255294525,75.5692097008414,18.45040727563105,-118.43214083768386,462.9603818576702,473.19320649836584,515.340887809217
48.537621255294525,75.56584436419509,18.447700700375165,-98.78386498638054,480.57682733059005,490.6817663900239,533.1574936927342
48.787621255294525,75.56387785523948,18.44391895238363,-91.87232445181007,487.03208007580247,497.1770497183538,539.855503736645
49.037621255294525,75.56191134628389,18.440137204392094,-83.68555776676973,494.76255897148485,504.94755919715374,547.8287399310257
49.287621255294525,75.55994483732829,18.436355456400563,-75.20988880207068,502.7819401468259,513.0069709556124,556.090878405065
49.537621255294525,75.5579783283727,18.432573708409027,-65.40052033732692,512.1350208222116,522.4000822141157,565.6867163791493
49.787621255294525,75.5560118194171,18.42879196041749,-54.67849354715222,522.4007598230282,532.70585179805,576.1952126786643
50.037621255294525,75.55404531046149,18.425010212425956,-43.20145636067696,533.4215092201455,543.7666317782849,587.4587193744801
50.287621255294525,75.55163111636585,18.42151208300636,-26.76456429904559,548.9179670917343,559.2525345673101,603.1877598147274
50.537621255294525,75.54870892104859,18.418335783748464,-0.4132789273951371,573.779443409212,584.0460547905235,628.2702731416582
50.787621255294525,75.54578672573132,18.41515948449057,25.08177658649128,597.7846898689259,607.983345155973,652.4965566108251
51.037621255294525,75.54286453041406,18.41198318523268,50.95445376153816,622.1675579898,632.2982571825828,677.1004617411523
51.287621255294525,75.5399423350968,18.408806885974784,77.74240547584913,647.4657006499383,657.5284437484568,702.6196414107437
51.537621255294525,75.53702013977954,18.40563058671689,102.28175480892004,670.5152409288365,680.5100279330907,725.890218699095
51.787621255294525,75.53409794446227,18.402454287458994,126.61956420879004,693.363241274534,703.2900721845238,748.9592560542454
52.037621255294525,75.53117574914502,18.399277988201103,148.10412725142135,713.3579952629925,723.216870078718,769.1750470521572
52.287621255294525,75.52825355382775,18.396101688943208,167.37940121036493,731.1434601677634,740.9343788892246,787.1815489663811
52.537621255294525,75.52533135851048,18.392925389685313,182.66862490983397,744.9428748130598,754.6658374402566,801.2020006211305
52.787621255294525,75.52240916319323,18.38974909042742,194.73238612862173,755.5168269776748,765.1718335106073,811.9969897951987
53.037621255294525,75.51948696787596,18.386572791169527,204.54282676125206,763.8374585561324,773.4245089948007,820.5386583831095
53.287621255294525,75.51656477255871,18.383396491911633,213.20509123915244,771.0099139798601,780.529008324264,827.9321508162903
53.537621255294525,75.51364257724144,18.380220192653738,223.38808039283566,779.7030940793707,789.1542323295103,836.8463679252538
53.787621255294525,75.51072038192419,18.377043893395843,235.4873086721658,790.3125133045281,799.6956954604034,847.6768241598644
54.037621255294525,75.50779818660692,18.373867594137952,246.98830479903825,800.323700377228,809.6389264388389,857.9090482420172
54.287621255294525,75.50637763196814,18.369991887845952,247.61559885654324,801.0014280925079,810.4052344943987,858.8275381265527
54.537621255294525,75.50552138267899,18.36585334961514,247.33261119191107,801.3476857911221,810.8988977560606,859.4219705621281
54.787621255294525,75.50466513338986,18.361714811384328,248.6563853109838,803.3007052734413,812.9993228014275,861.6231647814086
55.037621255294525,75.50380888410074,18.357576273153516,251.5241326144567,806.7976979401607,816.6437210311948,865.3683321850892
55.287621255294525,75.50295263481159,18.3534377349227,237.016800983925,792.9196116728754,802.9130403269572,851.7384206547653
55.537621255294525,75.50209638552246,18.349299196691888,214.42951823411732,770.9615742863141,781.1024085034437,830.0285580051655
55.787621255294525,75.50124013623333,18.345160658461076,197.38704584693372,754.548347262377,764.8365870425544,813.8635057181895
56.037621255294525,75.49879929727004,18.341799297270036,202.38242024454715,758.5346404410681,768.8030611725382,818.0749213092165
56.287621255294525,75.495740848613,18.33874084861299,215.19953101927564,769.7041158050897,779.8875400208153,829.4605342112031
56.537621255294525,75.49268239995594,18.33568239995594,204.17725444188545,757.0342038169929,767.132631516974,817.006759761071
56.787621255294525,75.4896239512989,18.332623951298892,192.541962723559,743.7512766879596,753.7647078721964,803.9399701700027
57.037621255294525,75.48656550264185,18.32956550264184,170.28581374042005,719.847492294114,729.7759269626061,780.2523233141218
57.287621255294525,75.4835070539848,18.326507053984795,153.7082335806224,701.6222767236096,711.4657148763574,762.2432452815822
57.537621255294525,75.48044860532775,18.323448605327748,146.25747669984347,692.5238844321241,702.2823260691272,753.3609905280614
57.787621255294525,75.47974351664439,18.31940923302134,117.17724342428389,664.1716040835412,674.084364144564,725.2491753353287
58.037621255294525,75.47944294642787,18.315201249990192,86.06717914764432,634.197832028751,644.3060462999083,695.5200501046415
58.287621255294525,75.47914237621136,18.31099326695905,59.24376266376694,608.510707766723,618.8143762480148,670.0775726667165
58.537621255294525,75.47884180599485,18.3067852839279,46.83852505687693,597.2417623816825,607.7408850731089,659.053274105779
58.787621255294525,75.47854123577834,18.302577300896754,51.87737851026955,603.4169080569245,614.1114849584853,665.4730666051239
59.037621255294525,75.47824066556183,18.298369317865607,69.18441444910513,621.8602362176096,632.7502673293048,684.1610415899119
59.287621255294525,75.47852801648786,18.294325312265503,88.53101193384991,642.8007012144097,653.9246378305845,705.3288445329765
59.537621255294525,75.4811773269784,18.29094008219426,85.06928326333951,642.7711381795611,654.2834574840972,705.4570814288281
59.787621255294525,75.48382663746894,18.28755485212302,82.22289206978861,643.3569126216718,655.2576146145691,706.2006558016391
60.037621255294525,75.48647594795948,18.284169622051778,80.17409542378954,644.7402816113345,657.0293662925931,707.7418247220019
60.287621255294525,75.48912525845002,18.280784391980536,63.919245335716745,631.9175971589234,644.5950645285432,695.0769402002911
60.537621255294525,75.49177456894054,18.277399161909294,43.50626801920871,614.936785478077,628.002635536058,678.253928450145
60.787621255294525,75.49442387943108,18.274013931838052,17.273531800808264,592.1362148953384,605.5904476416806,655.6111577981064
61.037621255294525,75.49448701408728,18.272924602502208,21.26323585117052,596.5428297751793,610.0589286053897,660.0792029946617
61.287621255294525,75.49075200934135,18.275207105402508,67.40034543712189,638.6685518766177,651.7669842065172,702.1248239580733
61.537621255294525,75.4870170045954,18.277489608302805,110.35503306097142,677.6118520159542,690.2926178455428,740.988022959383
61.787621255294525,75.48328199984947,18.2797721112031,135.01964347564,698.2650749461097,710.5281742753876,761.5611447515117
62.037621255294525,75.47954699510352,18.282054614103398,158.89970367593946,718.1337476618961,729.9791804908631,781.3497163292715
62.287621255294525,75.4773363781167,18.280610961220127,181.39764105236242,739.1859709898588,750.9299649779191,802.5143106967664
62.537621255294525,75.4762035536375,18.27653279309504,204.26091240433126,762.4175441760653,774.2836827257858,825.9943391108371
62.787621255294525,75.47507072915832,18.272454624969953,209.81392526492382,768.3388588708955,780.3271419822761,832.1641090335314
63.037621255294525,75.47393790467913,18.268376456844866,211.9107305114445,770.8039659516538,782.9143936246945,834.877671342154
63.287621255294525,75.47331350417004,18.26433815786326,206.46636986311245,766.1574777968317,778.4286189187628,830.4704981585746
63.537621255294525,75.47513551095453,18.260491699096,185.56315934455728,748.1191249175786,760.7365631991916,812.6274796521295
63.787621255294525,75.47695751773901,18.256645240328744,161.81784692547407,727.2386701377975,740.2024055790923,791.9423592451564
64.03762125529452,75.4787795245235,18.252798781561484,144.95394942212977,713.2396302737552,726.549662874732,778.138653753922
64.28762125529452,75.480601531308,18.248952322794228,163.3035875286127,734.4541260195404,748.1104557801989,799.5484838725149
64.53762125529452,75.48229656077652,18.245060890874353,181.4969111230445,755.4166571476424,769.4114780096032,820.7106341571246
64.78762125529452,75.48357232736379,18.241020963348003,191.9460394890221,768.3191686138207,782.6267059692143,833.8269125883835
65.03762125529452,75.48484809395106,18.23698103582165,208.1807915252709,787.0073037502704,801.6275575990968,852.7288146899137
65.28762125529452,75.48612386053833,18.232941108295297,223.14183457682537,804.4217299020256,819.3547002442847,870.3570078067496
65.53762125529452,75.4873996271256,18.228901180768943,236.09261305653473,819.8258914819357,835.0715783176277,885.9749363517403
65.78762125529452,75.48648331364731,18.225293727853227,264.48855755186673,848.6223179573716,863.9829072813172,914.9899833441198
66.03762125529452,75.48361841020616,18.222070711481933,317.2359945796813,899.9453663411523,915.2450167727995,966.5359666777847
66.28762125529452,75.48075350676501,18.218847695110636,377.7818885309015,959.0668716483385,974.3055831876874,1025.8804069348555
66.53762125529452,75.47788860332385,18.21562467873934,384.5597792655894,964.4203737389923,979.598146386043,1031.456843975394
66.78762125529452,75.4750236998827,18.21240166236804,348.8560377873992,927.2922436167682,942.4090773715204,994.5516488030541
67.03762125529452,75.47215879644155,18.209178645996744,314.56012596195524,891.5719431472903,906.6278380097442,959.0542832834607
67.28762125529452,75.47006441029929,18.205465444894354,293.28596453889406,869.7073437320354,884.7894700674211,937.4302475998135
67.53762125529452,75.46801523870516,18.20172347937466,284.9622767651071,860.8421548321728,875.9556278646148,928.8066569020384
67.78762125529452,75.46596606711105,18.19798151385497,312.49241276821516,887.8307897092054,902.9756094387035,956.0368899811585
68.03762125529452,75.46391689551693,18.194239548335275,325.49293065362974,900.2898064685445,915.4659728950986,968.7375049425851
68.28762125529452,75.46186772392282,18.190497582815585,301.9786047625962,876.2339794514354,891.4414925750458,944.9232761275636
68.53762125529452,75.4598185523287,18.18675561729589,255.62039679784073,829.3342703606045,844.5731301812708,898.26516523882
68.78762125529452,75.45776938073458,18.1830136517762,217.7753321849467,790.9477046216349,806.2179111393575,860.120197701938
69.03762125529452,75.45572020914047,18.179271686256506,171.40466510592526,744.0355364165379,759.3370896313166,813.4496276989286
69.28762125529452,75.45367103754634,18.175529720736815,131.72989417185022,703.8192643563875,719.1521642682222,773.4749538408656
69.53762125529452,75.45162186595223,18.17178775521712,109.79791273971688,681.3457817981787,696.7100284070696,751.2430694847442
69.78762125529452,75.44957269435811,18.168045789697427,90.88116104329059,661.8875289756768,677.2831222816238,732.0264148643299
70.03762125529452,75.45177505742326,18.165486332314586,63.896008298171296,637.6709105663157,653.3760815849804,707.9264141090067
70.28762125529452,75.45562650105214,18.163385544880647,32.69596775735575,610.5232972570839,626.6459659272476,680.8469411369961
70.53762125529452,75.45947794468103,18.161284757446712,-0.36074695387695443,581.5190097774346,598.0591760990978,651.910793994568
70.78762125529452,75.4611586625756,18.157524012273207,-38.70934915966199,545.883730417496,562.7544271243266,616.4678549156023
71.03762125529452,75.46249900595986,18.153502982120443,-83.44438747913398,503.65204046743463,520.8396309031649,574.4479800674765
71.28762125529452,75.46383934934411,18.149481951967683,-130.35039529175575,459.24938102422357,476.75386518885364,530.257135726201
71.53762125529452,75.46558884002567,18.146084120003668,-168.72392547889888,423.528496315206,441.3500800006219,494.70691375262027
71.78762125529452,75.46998104799081,18.146711578284403,-157.224384214437,438.64500581438676,456.78501824793136,509.72827934272925
72.03762125529452,75.47437325595597,18.14733903656514,-177.72720576688508,421.75915249665763,440.2175936783308,492.7472821159282
72.28762125529452,75.47876546392112,18.147966494845875,-239.88816196986164,363.21516452839995,381.99203445820166,434.10815023859874
